"ROUNDQUANT"	"STYLE"	"COLOR"	"XSPORT_ACTIVITY1"	"XSIZE1"	"XSIZE2"	"UPC"	"XGENDER1"	"XGENDER2"	"FACTORYCOD"	"COUNTRYCODE"	"XCOLORBAR"	"NIKEPO"	"XSPORT_ACTIVITY2"	"ORDERNO"	"RFID"	"qrcode"	"OrderLineNo"	"__xcolorbar"	"rowno"
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A681942404"	"HTTPS://QR.NIKE.COM/047CHGDPSFF64"	"3"	"BLUE"	"85" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393399276EE004"	"HTTPS://QR.NIKE.COM/04FP9CXVN9JT9"	"3"	"BLUE"	"86" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933AB410D6004"	"HTTPS://QR.NIKE.COM/04X4KB35S2DPH"	"3"	"BLUE"	"87" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B12BCB9C04"	"HTTPS://QR.NIKE.COM/040QX9813RJN9"	"3"	"BLUE"	"88" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933987A653404"	"HTTPS://QR.NIKE.COM/04SGJ6W34TGMN"	"3"	"BLUE"	"89" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933951F8A3404"	"HTTPS://QR.NIKE.COM/04AGPBGWYQNQ6"	"3"	"BLUE"	"90" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338182213404"	"HTTPS://QR.NIKE.COM/04CSYH3N3NGKR"	"3"	"BLUE"	"91" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933ACC2538804"	"HTTPS://QR.NIKE.COM/04TSPNNE4ZGCB"	"3"	"BLUE"	"92" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393380D0CD9004"	"HTTPS://QR.NIKE.COM/0449T10QAPY61"	"3"	"BLUE"	"93" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393387CF43BC04"	"HTTPS://QR.NIKE.COM/044FCSKJ5RDS7"	"3"	"BLUE"	"94" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A87BA2B004"	"HTTPS://QR.NIKE.COM/0468P82GVX05T"	"3"	"BLUE"	"95" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B346248C04"	"HTTPS://QR.NIKE.COM/04FF1BH47EKWA"	"3"	"BLUE"	"96" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393397B5FCAC04"	"HTTPS://QR.NIKE.COM/049YY108Q31Q3"	"3"	"BLUE"	"97" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A8468EE804"	"HTTPS://QR.NIKE.COM/04VT162H2A1Q2"	"3"	"BLUE"	"98" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39339BE3C7BC04"	"HTTPS://QR.NIKE.COM/040CJAB562CAN"	"3"	"BLUE"	"99" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933BC91053804"	"HTTPS://QR.NIKE.COM/0409H3RZF48G7"	"3"	"BLUE"	"100" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A76C725C04"	"HTTPS://QR.NIKE.COM/04HYRBHANFAKZ"	"3"	"BLUE"	"101" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A06D3C3004"	"HTTPS://QR.NIKE.COM/04G8DJQKQ3Q1D"	"3"	"BLUE"	"102" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A7FF316C04"	"HTTPS://QR.NIKE.COM/04W2NZ1N8Y29V"	"3"	"BLUE"	"103" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393383CFD61404"	"HTTPS://QR.NIKE.COM/04XVJYGJ1799C"	"3"	"BLUE"	"104" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933898EC50404"	"HTTPS://QR.NIKE.COM/04F0WAEVPMM2C"	"3"	"BLUE"	"105" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933803F8B8404"	"HTTPS://QR.NIKE.COM/04P8RT34NZFWH"	"3"	"BLUE"	"106" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338C28A75004"	"HTTPS://QR.NIKE.COM/048A44VV769HT"	"3"	"BLUE"	"107" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393397301AFC04"	"HTTPS://QR.NIKE.COM/04K1TP2NC12D1"	"3"	"BLUE"	"108" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933AD3ED6C404"	"HTTPS://QR.NIKE.COM/04YEBT8SZVAQA"	"3"	"BLUE"	"109" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393381569E8804"	"HTTPS://QR.NIKE.COM/045CG8VHJ5YBP"	"3"	"BLUE"	"110" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B416A3D404"	"HTTPS://QR.NIKE.COM/04V9RST0AB3F1"	"3"	"BLUE"	"111" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393385341EE004"	"HTTPS://QR.NIKE.COM/04BEFB0CQEX0V"	"3"	"BLUE"	"112" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39339171BC2004"	"HTTPS://QR.NIKE.COM/042QHQA37B2JB"	"3"	"BLUE"	"113" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338EC6B09004"	"HTTPS://QR.NIKE.COM/04DW5JAJ7Z50D"	"3"	"BLUE"	"114" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393395186E2004"	"HTTPS://QR.NIKE.COM/0414A5WX61N9Y"	"3"	"BLUE"	"115" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A70C71AC04"	"HTTPS://QR.NIKE.COM/04Z3KZ8XREAY1"	"3"	"BLUE"	"116" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933BEADCB4404"	"HTTPS://QR.NIKE.COM/043DX2ZWJGJAC"	"3"	"BLUE"	"117" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A2A675C804"	"HTTPS://QR.NIKE.COM/04N0J9A9JK3Q4"	"3"	"BLUE"	"118" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393391CBC2A004"	"HTTPS://QR.NIKE.COM/04QX75DDKHRJE"	"3"	"BLUE"	"119" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B16213C004"	"HTTPS://QR.NIKE.COM/04YX5ZPD6BQEV"	"3"	"BLUE"	"120" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933BF56DB0C04"	"HTTPS://QR.NIKE.COM/04EFR5CTGZQ6W"	"3"	"BLUE"	"121" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933AF0CE9A404"	"HTTPS://QR.NIKE.COM/04F7JBWKWK128"	"3"	"BLUE"	"122" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B4D7B95C04"	"HTTPS://QR.NIKE.COM/044JESD30PDT4"	"3"	"BLUE"	"123" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933812B38B404"	"HTTPS://QR.NIKE.COM/04BVXKWJD7K14"	"3"	"BLUE"	"124" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393395B7B85004"	"HTTPS://QR.NIKE.COM/04YM0TB2T1BSE"	"3"	"BLUE"	"125" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338F32051404"	"HTTPS://QR.NIKE.COM/04P8JYRH1DCA2"	"3"	"BLUE"	"126" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393395396D5C04"	"HTTPS://QR.NIKE.COM/04TQ0AGR9KP4V"	"3"	"BLUE"	"127" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393397EA2E0C04"	"HTTPS://QR.NIKE.COM/04RP04H3V4HX7"	"3"	"BLUE"	"128" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933915FF2BC04"	"HTTPS://QR.NIKE.COM/041R27QX6Z1D3"	"3"	"BLUE"	"129" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393389E2EDF404"	"HTTPS://QR.NIKE.COM/041CFPSFMQHCZ"	"3"	"BLUE"	"130" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933975E198004"	"HTTPS://QR.NIKE.COM/043TQYZ6T9JR2"	"3"	"BLUE"	"131" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B00C7F0C04"	"HTTPS://QR.NIKE.COM/04QXT0PZNDRB0"	"3"	"BLUE"	"132" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933BD9577D404"	"HTTPS://QR.NIKE.COM/04021N9ZCA2NK"	"3"	"BLUE"	"133" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338059126C04"	"HTTPS://QR.NIKE.COM/044N9XBD8YSZX"	"3"	"BLUE"	"134" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393390B6000804"	"HTTPS://QR.NIKE.COM/04HF1GQY08K09"	"3"	"BLUE"	"135" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A8A7D19804"	"HTTPS://QR.NIKE.COM/04359BT8YXPKA"	"3"	"BLUE"	"136" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39339DE3B48004"	"HTTPS://QR.NIKE.COM/04BF94DBPE6S4"	"3"	"BLUE"	"137" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B05680AC04"	"HTTPS://QR.NIKE.COM/043DE0WMS6Y5A"	"3"	"BLUE"	"138" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933989B2ACC04"	"HTTPS://QR.NIKE.COM/049SA84SABAZE"	"3"	"BLUE"	"139" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B10CA3CC04"	"HTTPS://QR.NIKE.COM/04DHW8H74JMV2"	"3"	"BLUE"	"140" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933AC45681404"	"HTTPS://QR.NIKE.COM/04FTEVDK74A75"	"3"	"BLUE"	"141" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338B1474E804"	"HTTPS://QR.NIKE.COM/04NFERW2H4JAG"	"3"	"BLUE"	"142" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933995AC86804"	"HTTPS://QR.NIKE.COM/04VKJ0MA5DP0K"	"3"	"BLUE"	"143" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A6ECAE9404"	"HTTPS://QR.NIKE.COM/04PTDGB13177Y"	"3"	"BLUE"	"144" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B351E66804"	"HTTPS://QR.NIKE.COM/04HQM4021ME85"	"3"	"BLUE"	"145" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933813DA38C04"	"HTTPS://QR.NIKE.COM/04Z05AVSQR3H7"	"3"	"BLUE"	"146" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39339108B8B404"	"HTTPS://QR.NIKE.COM/04G9MEF91VXHC"	"3"	"BLUE"	"147" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933A018F1C004"	"HTTPS://QR.NIKE.COM/042FE71EC0YPG"	"3"	"BLUE"	"148" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C39338112863404"	"HTTPS://QR.NIKE.COM/0446V8MXHVEES"	"3"	"BLUE"	"149" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933B5A530F404"	"HTTPS://QR.NIKE.COM/047MFR0H4E6P9"	"3"	"BLUE"	"150" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C393386B30F7804"	"HTTPS://QR.NIKE.COM/04Y55H0VFB1SC"	"3"	"BLUE"	"151" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345BABC716004"	"HTTPS://QR.NIKE.COM/0405E03979WD5"	"4"	"YELLOW"	"152" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C33459B4733A804"	"HTTPS://QR.NIKE.COM/04P0076PQDVA2"	"4"	"YELLOW"	"153" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C33458AFB0D4804"	"HTTPS://QR.NIKE.COM/04MESBZAP8JH3"	"4"	"YELLOW"	"154" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345AF8B85FC04"	"HTTPS://QR.NIKE.COM/04SPXKG79N6PW"	"4"	"YELLOW"	"155" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C33458BB6DEA004"	"HTTPS://QR.NIKE.COM/047HHBEQV1T3C"	"4"	"YELLOW"	"156" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C33459ECC209004"	"HTTPS://QR.NIKE.COM/04A1BRBJ39TZ6"	"4"	"YELLOW"	"157" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C334589FC9AFC04"	"HTTPS://QR.NIKE.COM/043T563X4QV9M"	"4"	"YELLOW"	"158" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345BCD5B32804"	"HTTPS://QR.NIKE.COM/042V77FFV2N3A"	"4"	"YELLOW"	"159" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345B865101C04"	"HTTPS://QR.NIKE.COM/040H6DN0XH9E0"	"4"	"YELLOW"	"160" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345A232177804"	"HTTPS://QR.NIKE.COM/04KAWVE65DPAJ"	"4"	"YELLOW"	"161" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345AD14413C04"	"HTTPS://QR.NIKE.COM/04WT0DBJEMJ8E"	"4"	"YELLOW"	"162" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345B975033804"	"HTTPS://QR.NIKE.COM/04SZT715CV52W"	"4"	"YELLOW"	"163" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345A0A7AC5804"	"HTTPS://QR.NIKE.COM/04C9N0YM0X5BS"	"4"	"YELLOW"	"164" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345AA0B8D2C04"	"HTTPS://QR.NIKE.COM/04XGWJKQGXSWV"	"4"	"YELLOW"	"165" 
"1"	"HJ0584"	"010"	"SPTCAS"	"S"	"P"	"197859525027"	"MENS"	"HOMME"	"SHK"	"03566"	"YELLOW"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3345A911B82404"	"HTTPS://QR.NIKE.COM/04K7MKBX800V7"	"4"	"YELLOW"	"166" 
