"ROUNDQUANT"	"STYLE"	"COLOR"	"XSPORT_ACTIVITY1"	"XSIZE1"	"XSIZE2"	"UPC"	"XGENDER1"	"XGENDER2"	"FACTORYCOD"	"COUNTRYCODE"	"XCOLORBAR"	"NIKEPO"	"XSPORT_ACTIVITY2"	"ORDERNO"	"RFID"	"qrcode"	"OrderLineNo"	"__xcolorbar"	"rowno"
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C7A93180C04"	"HTTPS://QR.NIKE.COM/048A7MMYSW79S"	"2"	"RED"	"67" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4A35EF7C04"	"HTTPS://QR.NIKE.COM/04RR3F7BHZK1E"	"2"	"RED"	"68" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C5796456004"	"HTTPS://QR.NIKE.COM/04GMSE7KEGWBC"	"2"	"RED"	"69" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C63175F3004"	"HTTPS://QR.NIKE.COM/04AA3KJ6RSSNW"	"2"	"RED"	"70" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C54D0779404"	"HTTPS://QR.NIKE.COM/04AF7M2DDY0HQ"	"2"	"RED"	"71" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4FFC20A404"	"HTTPS://QR.NIKE.COM/047NPN8E2F966"	"2"	"RED"	"72" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C72A0EF2C04"	"HTTPS://QR.NIKE.COM/04DJKCH8B8BF7"	"2"	"RED"	"73" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C77561AA404"	"HTTPS://QR.NIKE.COM/0450FYW0CXYP1"	"2"	"RED"	"74" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C6FCEEC5404"	"HTTPS://QR.NIKE.COM/045S3SK9J8T83"	"2"	"RED"	"75" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4A9B6FA004"	"HTTPS://QR.NIKE.COM/04SXXGM0JW105"	"2"	"RED"	"76" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C505DA48404"	"HTTPS://QR.NIKE.COM/04EPX2WVEAX4Z"	"2"	"RED"	"77" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4604FBEC04"	"HTTPS://QR.NIKE.COM/0440BVVK0JT77"	"2"	"RED"	"78" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C7DEAD5F804"	"HTTPS://QR.NIKE.COM/04C4QJ1M5B8TF"	"2"	"RED"	"79" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4637B4AC04"	"HTTPS://QR.NIKE.COM/04AGHK3QZXH0A"	"2"	"RED"	"80" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C4E09CFF804"	"HTTPS://QR.NIKE.COM/043TA4G2NVV69"	"2"	"RED"	"81" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C48F7639004"	"HTTPS://QR.NIKE.COM/04BW5V3D3013G"	"2"	"RED"	"82" 
"1"	"HJ0584"	"010"	"SPTCAS"	"L"	"G"	"197859559213"	"MENS"	"HOMME"	"SHK"	"03566"	"RED"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C369C5785F34004"	"HTTPS://QR.NIKE.COM/04E84AJ7AP52S"	"2"	"RED"	"83" 
"1"	"HJ0584"	"010"	"SPTCAS"	"M"	"--DO NOT PRINT--"	"197859585748"	"MENS"	"HOMME"	"SHK"	"03566"	"BLUE"	"4510752875"	"SPT LSR"	"7500000QA4"	"30340C138C3933BC1BC8FC04"	"HTTPS://QR.NIKE.COM/047333PPA7TS4"	"3"	"BLUE"	"84" 
